TOA5,Daylight Savings,,,,,,,
TIMESTAMP,ADJUSTMENT,Q_401_litsec_Avg,,Sample_Count(13),Total Volume (L),,,
3/11/20 16:15,3/11/20 17:15,0.02833333,1.6999998,0,136.50,#N/A,#N/A,#N/A
3/11/20 16:20,3/11/20 17:20,0.025,1.5,0,144.00,#N/A,#N/A,#N/A
3/11/20 16:25,3/11/20 17:25,0.02333333,1.3999998,0,151.00,#N/A,#N/A,#N/A
3/11/20 16:30,3/11/20 17:30,0.02166667,1.3000002,0,157.50,#N/A,#N/A,#N/A
3/11/20 16:35,3/11/20 17:35,0.02,1.2,0,163.50,#N/A,#N/A,#N/A
3/11/20 16:40,3/11/20 17:40,0.025,1.5,0,171.00,#N/A,#N/A,#N/A
3/11/20 16:45,3/11/20 17:45,0.03,1.8,0,180.00,#N/A,#N/A,#N/A
3/11/20 16:50,3/11/20 17:50,0.03,1.8,0,189.00,#N/A,#N/A,#N/A
3/11/20 16:55,3/11/20 17:55,0.02833333,1.6999998,0,197.50,#N/A,#N/A,#N/A
3/11/20 17:00,3/11/20 18:00,0.025,1.5,0,205.00,#N/A,#N/A,#N/A
3/11/20 17:05,3/11/20 18:05,0.02166667,1.3000002,0,211.50,#N/A,#N/A,#N/A
3/11/20 17:10,3/11/20 18:10,0.02166667,1.3000002,0,218.00,#N/A,#N/A,#N/A
3/11/20 17:15,3/11/20 18:15,0.01833333,1.0999998,0,223.50,#N/A,#N/A,#N/A
3/11/20 17:20,3/11/20 18:20,0.02,1.2,0,229.50,#N/A,#N/A,#N/A
3/11/20 17:25,3/11/20 18:25,0.02333333,1.3999998,0,236.50,#N/A,#N/A,#N/A
3/11/20 17:30,3/11/20 18:30,0.02333333,1.3999998,0,243.50,#N/A,#N/A,#N/A
3/11/20 17:35,3/11/20 18:35,0.025,1.5,0,251.00,#N/A,#N/A,#N/A
3/11/20 17:40,3/11/20 18:40,0.02166667,1.3000002,0,257.50,#N/A,#N/A,#N/A
3/11/20 17:45,3/11/20 18:45,0.02,1.2,0,263.50,#N/A,#N/A,#N/A
3/11/20 17:50,3/11/20 18:50,0.01666667,1.0000002,0,268.50,#N/A,#N/A,#N/A
3/11/20 17:55,3/11/20 18:55,0.01833333,1.0999998,0,274.00,#N/A,#N/A,#N/A
3/11/20 18:00,3/11/20 19:00,0.015,0.9,0,278.50,#N/A,#N/A,#N/A
3/11/20 18:05,3/11/20 19:05,0.01666667,1.0000002,0,283.50,#N/A,#N/A,#N/A
3/11/20 18:10,3/11/20 19:10,0.01833333,1.0999998,0,289.00,#N/A,#N/A,#N/A
3/11/20 18:15,3/11/20 19:15,0.01666667,1.0000002,0,294.00,#N/A,#N/A,#N/A
3/11/20 18:20,3/11/20 19:20,0.01666667,1.0000002,0,299.00,#N/A,#N/A,#N/A
3/11/20 18:25,3/11/20 19:25,0.015,0.9,0,303.50,#N/A,#N/A,#N/A
3/11/20 18:30,3/11/20 19:30,0.015,0.9,0,308.00,#N/A,#N/A,#N/A
3/11/20 18:35,3/11/20 19:35,0.01166667,0.7000002,0,311.50,#N/A,#N/A,#N/A
3/11/20 18:40,3/11/20 19:40,0.01333333,0.7999998,0,315.50,#N/A,#N/A,#N/A
3/11/20 18:45,3/11/20 19:45,0.01333333,0.7999998,0,319.50,#N/A,#N/A,#N/A
3/11/20 18:50,3/11/20 19:50,0.01,0.6,0,322.50,#N/A,#N/A,#N/A
3/11/20 18:55,3/11/20 19:55,0.01166667,0.7000002,0,326.00,#N/A,#N/A,#N/A
3/11/20 19:00,3/11/20 20:00,0.01,0.6,0,329.00,#N/A,#N/A,#N/A
3/11/20 19:05,3/11/20 20:05,0.01,0.6,0,332.00,#N/A,#N/A,#N/A
3/11/20 19:10,3/11/20 20:10,0.008333334,0.50000004,0,334.50,#N/A,#N/A,#N/A
3/11/20 19:15,3/11/20 20:15,0.01,0.6,0,337.50,#N/A,#N/A,#N/A
3/11/20 19:20,3/11/20 20:20,0.008333334,0.50000004,0,340.00,#N/A,#N/A,#N/A
3/11/20 19:25,3/11/20 20:25,0.006666667,0.40000002,0,342.00,#N/A,#N/A,#N/A
3/11/20 19:30,3/11/20 20:30,0.008333334,0.50000004,0,344.50,#N/A,#N/A,#N/A
3/11/20 19:35,3/11/20 20:35,0.006666667,0.40000002,0,346.50,#N/A,#N/A,#N/A
3/11/20 19:40,3/11/20 20:40,0.006666667,0.40000002,0,348.50,#N/A,#N/A,#N/A
3/11/20 19:45,3/11/20 20:45,0.005,0.3,0,350.00,#N/A,#N/A,#N/A
3/11/20 19:50,3/11/20 20:50,0.006666667,0.40000002,0,352.00,#N/A,#N/A,#N/A
3/11/20 19:55,3/11/20 20:55,0.005,0.3,0,353.50,#N/A,#N/A,#N/A
3/11/20 20:00,3/11/20 21:00,0.005,0.3,0,355.00,#N/A,#N/A,#N/A
3/11/20 20:05,3/11/20 21:05,0.005,0.3,0,356.50,#N/A,#N/A,#N/A
3/11/20 20:10,3/11/20 21:10,0.003333333,0.19999998,0,357.50,#N/A,#N/A,#N/A
3/11/20 20:15,3/11/20 21:15,0.005,0.3,0,359.00,#N/A,#N/A,#N/A
3/11/20 20:20,3/11/20 21:20,0.005,0.3,0,360.50,#N/A,#N/A,#N/A
3/11/20 20:25,3/11/20 21:25,0.003333333,0.19999998,0,361.50,#N/A,#N/A,#N/A
3/11/20 20:30,3/11/20 21:30,0.003333333,0.19999998,0,362.50,#N/A,#N/A,#N/A
3/11/20 20:35,3/11/20 21:35,0.003333333,0.19999998,0,363.50,#N/A,#N/A,#N/A
3/11/20 20:40,3/11/20 21:40,0.003333333,0.19999998,0,364.50,#N/A,#N/A,#N/A
3/11/20 20:45,3/11/20 21:45,0.003333333,0.19999998,0,365.50,#N/A,#N/A,#N/A
3/11/20 20:50,3/11/20 21:50,0.001666667,0.10000002,0,366.00,#N/A,#N/A,#N/A
3/11/20 20:55,3/11/20 21:55,0.003333333,0.19999998,0,367.00,#N/A,#N/A,#N/A
3/11/20 21:00,3/11/20 22:00,0.003333333,0.19999998,0,368.00,#N/A,#N/A,#N/A
3/11/20 21:05,3/11/20 22:05,0.001666667,0.10000002,0,368.50,#N/A,#N/A,#N/A
3/11/20 21:10,3/11/20 22:10,0.003333333,0.19999998,0,369.50,#N/A,#N/A,#N/A
3/11/20 21:15,3/11/20 22:15,0.001666667,0.10000002,0,370.00,#N/A,#N/A,#N/A
3/11/20 21:20,3/11/20 22:20,0.001666667,0.10000002,0,370.50,#N/A,#N/A,#N/A
3/11/20 21:25,3/11/20 22:25,0.001666667,0.10000002,0,371.00,#N/A,#N/A,#N/A
3/11/20 21:30,3/11/20 22:30,0.003333333,0.19999998,0,372.00,#N/A,#N/A,#N/A
3/11/20 21:35,3/11/20 22:35,0.001666667,0.10000002,0,372.50,#N/A,#N/A,#N/A
3/11/20 21:40,3/11/20 22:40,0.001666667,0.10000002,0,373.00,#N/A,#N/A,#N/A
3/11/20 21:45,3/11/20 22:45,0.001666667,0.10000002,0,373.50,#N/A,#N/A,#N/A
3/11/20 21:50,3/11/20 22:50,0.001666667,0.10000002,0,374.00,#N/A,#N/A,#N/A
3/11/20 21:55,3/11/20 22:55,0.001666667,0.10000002,0,374.50,#N/A,#N/A,#N/A
3/11/20 22:00,3/11/20 23:00,0.001666667,0.10000002,0,375.00,#N/A,#N/A,#N/A
3/11/20 22:05,3/11/20 23:05,0.001666667,0.10000002,0,375.50,#N/A,#N/A,#N/A
3/11/20 22:10,3/11/20 23:10,0.001666667,0.10000002,0,376.00,#N/A,#N/A,#N/A
3/11/20 22:15,3/11/20 23:15,0.001666667,0.10000002,0,376.50,#N/A,#N/A,#N/A
3/11/20 22:20,3/11/20 23:20,0.001666667,0.10000002,0,377.00,#N/A,#N/A,#N/A
3/11/20 22:25,3/11/20 23:25,0.001666667,0.10000002,0,377.50,#N/A,#N/A,#N/A
3/11/20 22:30,3/11/20 23:30,0,0,0,377.50,#N/A,#N/A,#N/A
3/11/20 22:35,3/11/20 23:35,0.001666667,0.10000002,0,378.00,#N/A,#N/A,#N/A
3/11/20 22:40,3/11/20 23:40,0.001666667,0.10000002,0,378.50,#N/A,#N/A,#N/A
3/11/20 22:45,3/11/20 23:45,0.001666667,0.10000002,0,379.00,#N/A,#N/A,#N/A
3/11/20 22:50,3/11/20 23:50,0,0,0,379.00,#N/A,#N/A,#N/A
3/11/20 22:55,3/11/20 23:55,0.001666667,0.10000002,0,379.50,#N/A,#N/A,#N/A
3/11/20 23:00,3/12/20 0:00,0.001666667,0.10000002,0,380.00,#N/A,#N/A,#N/A
3/11/20 23:05,3/12/20 0:05,0,0,0,380.00,#N/A,#N/A,#N/A
3/11/20 23:10,3/12/20 0:10,0.001666667,0.10000002,0,380.50,#N/A,#N/A,#N/A
3/11/20 23:15,3/12/20 0:15,0.001666667,0.10000002,0,381.00,#N/A,#N/A,#N/A
3/11/20 23:20,3/12/20 0:20,0,0,0,381.00,#N/A,#N/A,#N/A
3/11/20 23:25,3/12/20 0:25,0.001666667,0.10000002,0,381.50,#N/A,#N/A,#N/A
3/11/20 23:30,3/12/20 0:30,0,0,0,381.50,#N/A,#N/A,#N/A
3/11/20 23:35,3/12/20 0:35,0.001666667,0.10000002,0,382.00,#N/A,#N/A,#N/A
3/11/20 23:40,3/12/20 0:40,0,0,0,382.00,#N/A,#N/A,#N/A
3/11/20 23:45,3/12/20 0:45,0.001666667,0.10000002,0,382.50,#N/A,#N/A,#N/A
3/11/20 23:50,3/12/20 0:50,0,0,0,382.50,#N/A,#N/A,#N/A
3/11/20 23:55,3/12/20 0:55,0.001666667,0.10000002,0,383.00,#N/A,#N/A,#N/A
3/12/20 0:00,3/12/20 1:00,0,0,0,383.00,#N/A,#N/A,#N/A
3/12/20 0:05,3/12/20 1:05,0.001666667,0.10000002,0,383.50,#N/A,#N/A,#N/A
3/12/20 0:10,3/12/20 1:10,0,0,0,383.50,#N/A,#N/A,#N/A
3/12/20 0:15,3/12/20 1:15,0.001666667,0.10000002,0,384.00,#N/A,#N/A,#N/A
3/12/20 0:20,3/12/20 1:20,0,0,0,384.00,#N/A,#N/A,#N/A
3/12/20 0:25,3/12/20 1:25,0,0,0,384.00,#N/A,#N/A,#N/A
3/12/20 0:30,3/12/20 1:30,0.001666667,0.10000002,0,384.50,#N/A,#N/A,#N/A
3/12/20 0:35,3/12/20 1:35,0,0,0,384.50,#N/A,#N/A,#N/A
3/12/20 0:40,3/12/20 1:40,0.001666667,0.10000002,0,385.00,#N/A,#N/A,#N/A
3/12/20 0:45,3/12/20 1:45,0,0,0,385.00,#N/A,#N/A,#N/A
3/12/20 0:50,3/12/20 1:50,0,0,0,385.00,#N/A,#N/A,#N/A
3/12/20 0:55,3/12/20 1:55,0.001666667,0.10000002,0,385.50,#N/A,#N/A,#N/A
3/12/20 1:00,3/12/20 2:00,0,0,0,385.50,#N/A,#N/A,#N/A
3/12/20 1:05,3/12/20 2:05,0,0,0,385.50,#N/A,#N/A,#N/A
3/12/20 1:10,3/12/20 2:10,0.001666667,0.10000002,0,386.00,#N/A,#N/A,#N/A
3/12/20 1:15,3/12/20 2:15,0,0,0,386.00,#N/A,#N/A,#N/A
3/12/20 1:20,3/12/20 2:20,0,0,0,386.00,#N/A,#N/A,#N/A
3/12/20 1:25,3/12/20 2:25,0.001666667,0.10000002,0,386.50,#N/A,#N/A,#N/A
3/12/20 1:30,3/12/20 2:30,0,0,0,386.50,#N/A,#N/A,#N/A
3/12/20 1:35,3/12/20 2:35,0,0,0,386.50,#N/A,#N/A,#N/A
3/12/20 1:40,3/12/20 2:40,0,0,0,386.50,#N/A,#N/A,#N/A
3/12/20 1:45,3/12/20 2:45,0.001666667,0.10000002,0,387.00,#N/A,#N/A,#N/A
3/12/20 1:50,3/12/20 2:50,0,0,0,387.00,#N/A,#N/A,#N/A
3/12/20 1:55,3/12/20 2:55,0,0,0,387.00,#N/A,#N/A,#N/A
3/12/20 2:00,3/12/20 3:00,0,0,0,387.00,#N/A,#N/A,#N/A
3/12/20 2:05,3/12/20 3:05,0.001666667,0.10000002,0,387.50,#N/A,#N/A,#N/A
3/12/20 2:10,3/12/20 3:10,0,0,0,387.50,#N/A,#N/A,#N/A
3/12/20 2:15,3/12/20 3:15,0,0,0,387.50,#N/A,#N/A,#N/A
3/12/20 2:20,3/12/20 3:20,0,0,0,387.50,#N/A,#N/A,#N/A
3/12/20 2:25,3/12/20 3:25,0.001666667,0.10000002,0,388.00,#N/A,#N/A,#N/A
3/12/20 2:30,3/12/20 3:30,0,0,0,388.00,#N/A,#N/A,#N/A
3/12/20 2:35,3/12/20 3:35,0,0,0,388.00,#N/A,#N/A,#N/A
3/12/20 2:40,3/12/20 3:40,0,0,0,388.00,#N/A,#N/A,#N/A
3/12/20 2:45,3/12/20 3:45,0.001666667,0.10000002,0,388.50,#N/A,#N/A,#N/A
3/12/20 2:50,3/12/20 3:50,0,0,0,388.50,#N/A,#N/A,#N/A
3/12/20 2:55,3/12/20 3:55,0,0,0,388.50,#N/A,#N/A,#N/A
3/12/20 3:00,3/12/20 4:00,0,0,0,388.50,#N/A,#N/A,#N/A
3/12/20 3:05,3/12/20 4:05,0,0,0,388.50,#N/A,#N/A,#N/A
3/12/20 3:10,3/12/20 4:10,0.001666667,0.10000002,0,389.00,#N/A,#N/A,#N/A
3/12/20 3:15,3/12/20 4:15,0,0,0,389.00,#N/A,#N/A,#N/A
3/12/20 3:20,3/12/20 4:20,0,0,0,389.00,#N/A,#N/A,#N/A
3/12/20 3:25,3/12/20 4:25,0,0,0,389.00,#N/A,#N/A,#N/A
3/12/20 3:30,3/12/20 4:30,0,0,0,389.00,#N/A,#N/A,#N/A
3/12/20 3:35,3/12/20 4:35,0.001666667,0.10000002,0,389.50,#N/A,#N/A,#N/A
3/12/20 3:40,3/12/20 4:40,0,0,0,389.50,#N/A,#N/A,#N/A
3/12/20 3:45,3/12/20 4:45,0,0,0,389.50,#N/A,#N/A,#N/A
3/12/20 3:50,3/12/20 4:50,0,0,0,389.50,#N/A,#N/A,#N/A
3/12/20 3:55,3/12/20 4:55,0,0,0,389.50,#N/A,#N/A,#N/A
3/12/20 4:00,3/12/20 5:00,0,0,0,389.50,#N/A,#N/A,#N/A
3/12/20 4:05,3/12/20 5:05,0.001666667,0.10000002,0,390.00,#N/A,#N/A,#N/A
3/12/20 4:10,3/12/20 5:10,0,0,0,390.00,#N/A,#N/A,#N/A
3/12/20 4:15,3/12/20 5:15,0,0,0,390.00,#N/A,#N/A,#N/A
3/12/20 4:20,3/12/20 5:20,0,0,0,390.00,#N/A,#N/A,#N/A
3/12/20 4:25,3/12/20 5:25,0,0,0,390.00,#N/A,#N/A,#N/A
3/12/20 4:30,3/12/20 5:30,0,0,0,390.00,#N/A,#N/A,#N/A
3/12/20 4:35,3/12/20 5:35,0.001666667,0.10000002,0,390.50,#N/A,#N/A,#N/A
3/12/20 4:40,3/12/20 5:40,0,0,0,390.50,#N/A,#N/A,#N/A
3/12/20 4:45,3/12/20 5:45,0,0,0,390.50,#N/A,#N/A,#N/A
3/12/20 4:50,3/12/20 5:50,0,0,0,390.50,#N/A,#N/A,#N/A
3/12/20 4:55,3/12/20 5:55,0,0,0,390.50,#N/A,#N/A,#N/A
3/12/20 5:00,3/12/20 6:00,0,0,0,390.50,#N/A,#N/A,#N/A
3/12/20 5:05,3/12/20 6:05,0,0,0,390.50,#N/A,#N/A,#N/A
3/12/20 5:10,3/12/20 6:10,0.001666667,0.10000002,0,391.00,#N/A,#N/A,#N/A
3/12/20 5:15,3/12/20 6:15,0,0,0,391.00,#N/A,#N/A,#N/A
3/12/20 5:20,3/12/20 6:20,0,0,0,391.00,#N/A,#N/A,#N/A
3/12/20 5:25,3/12/20 6:25,0,0,0,391.00,#N/A,#N/A,#N/A
3/12/20 5:30,3/12/20 6:30,0,0,0,391.00,#N/A,#N/A,#N/A
3/12/20 5:35,3/12/20 6:35,0,0,0,391.00,#N/A,#N/A,#N/A
3/12/20 5:40,3/12/20 6:40,0,0,0,391.00,#N/A,#N/A,#N/A
3/12/20 5:45,3/12/20 6:45,0,0,0,391.00,#N/A,#N/A,#N/A
3/12/20 5:50,3/12/20 6:50,0.001666667,0.10000002,0,391.50,#N/A,#N/A,#N/A
3/12/20 5:55,3/12/20 6:55,0,0,0,391.50,#N/A,#N/A,#N/A
3/12/20 6:00,3/12/20 7:00,0,0,0,391.50,#N/A,#N/A,#N/A
3/12/20 6:05,3/12/20 7:05,0,0,0,391.50,#N/A,#N/A,#N/A
3/12/20 6:10,3/12/20 7:10,0,0,0,391.50,#N/A,#N/A,#N/A
3/12/20 6:15,3/12/20 7:15,0,0,0,391.50,#N/A,#N/A,#N/A
3/12/20 6:20,3/12/20 7:20,0,0,0,391.50,#N/A,#N/A,#N/A
3/12/20 6:25,3/12/20 7:25,0,0,0,391.50,#N/A,#N/A,#N/A
3/12/20 6:30,3/12/20 7:30,0.001666667,0.10000002,0,392.00,#N/A,#N/A,#N/A
3/12/20 6:35,3/12/20 7:35,0,0,0,392.00,#N/A,#N/A,#N/A
3/12/20 6:40,3/12/20 7:40,0,0,0,392.00,#N/A,#N/A,#N/A
3/12/20 6:45,3/12/20 7:45,0,0,0,392.00,#N/A,#N/A,#N/A
3/12/20 6:50,3/12/20 7:50,0,0,0,392.00,#N/A,#N/A,#N/A
3/12/20 6:55,3/12/20 7:55,0,0,0,392.00,#N/A,#N/A,#N/A
3/12/20 7:00,3/12/20 8:00,0,0,0,392.00,#N/A,#N/A,#N/A
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
